0.0	0.1017953	0.049471445	0.030062387	0.24682076	0.03992723	0.1458955	0.3424052	0.0069928314	0.077031784	0.6414052	
0.18174565	0.0	0.28856534	0.13152546	0.56881464	0.1821636	1.0408813	0.32790408	0.037264403	0.2907735	0.3953428	
0.09679808	0.058219537	0.0	0.03616792	0.19520384	0.07286011	0.10664386	0.25908798	0.033444893	0.057362918	0.31336543	
0.059309807	0.0806256	0.086345196	0.0	0.049360275	0.060936324	0.0601527	0.20234379	0.005818665	0.023868218	0.14535086	
0.2881144	0.22592813	0.16801979	0.050819457	0.0	0.07320992	0.22407176	0.44703156	0.023981648	0.11384961	0.42120817	
0.03698822	0.03522821	0.07164654	0.02813675	0.086007245	0.0	0.052139718	0.15145941	0.0058127563	0.025019985	0.13239108	
0.116817355	1.7349168	0.0475543	0.2986994	0.3167137	0.044012155	0.0	0.4026054	0.19572915	0.1381034	0.43100178	
0.123964794	0.04118859	0.09856259	0.059601057	0.21542859	0.04862914	0.26312894	0.0	0.019632073	0.1106375	0.83034664	
0.018717045	0.030438067	0.06408736	0.016651511	0.04123591	0.017677587	0.060007222	0.06642112	0.0	0.044385217	0.06170938	
0.037113864	0.054718725	0.10067323	0.017367365	0.08634254	0.022542082	0.14206055	0.20720935	0.29204902	0.0	0.19195193	
0.3786592	0.0971394	0.25135508	0.042948518	0.2158134	0.07816348	0.3103292	0.7770698	0.019520883	0.09237808	0.0	
