0.0	0.046021618	0.011269875	0.021935081	0.045823287	0.01762853	0.049105205	0.09767126	0.003340089	0.04112831	0.2754668	
0.07688744	0.0	0.08424322	0.060579453	0.2106859	0.081634134	0.19503431	0.17676471	0.014392461	0.08829484	0.22701077	
0.01909199	0.024763498	0.0	0.009753471	0.025297917	0.03052029	0.028702855	0.048331868	0.029361542	0.013904645	0.06986456	
0.0145688085	0.029326014	0.013602862	0.0	0.02077724	0.009788153	0.035538048	0.09476741	0.004136771	0.009832968	0.041910075	
0.070535384	0.07955581	0.024410365	0.028122481	0.0	0.043846034	0.10719836	0.1699601	0.010270042	0.03329492	0.11773793	
0.021750212	0.018817164	0.03178935	0.0078524	0.030466568	0.0	0.03165107	0.05659584	0.002904224	0.015986467	0.046249665	
0.049561743	0.08015325	0.043417554	0.11322898	0.054089174	0.025043856	0.0	0.1785318	0.0056160055	0.049574155	0.15124208	
0.04602196	0.011188336	0.035078548	0.016029112	0.07243614	0.032158922	0.121192664	0.0	0.010172759	0.056039903	0.37258673	
0.00401366	0.005935275	0.028463045	0.005274338	0.010127635	0.003381164	0.010063847	0.016544856	0.0	0.010792013	0.021271763	
0.021544049	0.019837162	0.038422816	0.005784669	0.02664422	0.009044154	0.07145983	0.07152824	0.0064579546	0.0	0.06742254	
0.1290744	0.02805301	0.041302238	0.01787806	0.085974135	0.034546304	0.08509863	0.21149266	0.004567808	0.026132729	0.0	
