0.0	0.12128432	0.032563962	0.051549155	0.21557303	0.037681635	0.17192139	0.28551215	0.008473832	0.12147564	0.85717314	
0.17630441	0.0	0.35622886	0.19007201	0.53083634	0.21104008	0.58528984	0.46818247	0.034342904	0.16907313	0.6264604	
0.048677024	0.07420227	0.0	0.023053605	0.08746779	0.0665054	0.08648943	0.09726585	0.08627011	0.024444275	0.2685855	
0.048216436	0.06572725	0.030465217	0.0	0.041200604	0.03418312	0.09780074	0.13168623	0.0070703183	0.028946558	0.1229275	
0.18412472	0.19801481	0.06876932	0.06062206	0.0	0.10803213	0.28684378	0.52806187	0.03561529	0.05721406	0.41876414	
0.044623896	0.11145054	0.10070864	0.029898379	0.11121436	0.0	0.0655195	0.20708877	0.006778396	0.021558633	0.1306976	
0.1330457	0.14362301	0.14857164	0.34243357	0.3409825	0.038546205	0.0	0.45077142	0.03293826	0.12756559	0.54222524	
0.15295736	0.0364337	0.096916296	0.07071071	0.22362429	0.08044592	0.37856433	0.0	0.040445738	0.14705537	1.0406097	
0.009040021	0.016795844	0.11986364	0.012105602	0.036684368	0.0074380874	0.03906592	0.05657179	0.0	0.025526239	0.04022785	
0.062003497	0.048433606	0.12143283	0.015475877	0.098614775	0.02346481	0.21289277	0.19840479	0.015717272	0.0	0.18718651	
0.4211733	0.06737761	0.10490283	0.052586775	0.28748772	0.10039431	0.38109654	0.69537807	0.018540973	0.06304271	0.0	
